documento_anon,cargo,funcion,edad,antiguedad,salario_total
5b1972a1222b8e15292a932415b32ba5b99a24927c0c63c865c37c333ef7ce6c,PROFESOR,PROFESOR,41.0,2026,5634044
5b1f6b5cb502857037a182a54318d8b09a4bdce2ff1c83316a79b3c487c02f34,PERSONAL DE SERVICIO II,GUARDIA DE SEGURIDAD,46.0,14,3608309
5b2082ab67b64813be553b77c3f6ba96a79c0733cb59d97fccba3e516ff95ea1,DOCENTE TECNICO I,DOCENTE TECNICO,34.0,4,4448165
5b254dcf2339957fc7aeb762df6399255377704861d9d9708aa8225ee19bbbb3,PROFESIONAL I,PROFESIONAL I,37.0,14,6850000
5b265b624bda334cac4c8428b001e8a4253cbd8e363a3a9f755dbd57e9ff0935,TECNICO,COORDINADOR/A,52.0,25,5890000
5b281e816d427c587a5988e126a19a66d481c4fed766a7442321217b08433f9d,TECNICO II,AUXILIAR ADMINISTRATIVO,40.0,19,5965885
5b282e4a58dc09c787640394227c431c9acbe7aa86d5aef694888a03546ae752,DOCENTE ENCARGADO DE CATEDRA,,64.0,2026,2511958
5b2d4f80c88cab9c797f4dfbce52ce76c6cd2626354b752602bffd9f1a08ec55,JEFE DE DIVISION,JEFE DE DIVISION,35.0,13,6600000
5b30a54e5486cbdddb9491524c645e75000ee8bca8d6dec31b844b558af6755c,DOCENTE MÉDICO III,MEDICO RESIDENTE 1,30.0,1,5807958
5b3750726657185e882b3cf18c6b19043f26651e9e74f7e1c8d50db3b5d8dbbf,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,33.0,9,6435500
5b3beffb80be513ceffc05acc0d62e602867a0b41500cdaeccc392caa6aad4cc,DOCENTE TECNICO III,JEFE LABORATORIO DE INFORMATICA DEPARTAMENTO DE INGENIERIA ELECTRONICA Y MECATRONICA,65.0,24,6785717
5b4176534f4d5d47806ff07fd66ee117dee2852e73bf4a8fa0c96de218ecda70,ENFERMERO/A ASIST. - NIVEL,ENFERMERO/A ASISTENCIAL,44.0,17,5850000
5b423ccaeaac59fb6a2014f0a46c08cb4e8fe2a24f6fcbd46a824e5755867518,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,43.0,10,1294822
5b463a2b8e417342bf17754994e34b766f68a89e82136a592a99181351e39b07,PROFESIONAL DE LA SALUD TS,TRABAJADOR SOCIAL,52.0,26,7205000
5b47aa0227f2ff72737958ac0f2c9db5c5a5f06320ff8864f76f1c3d4ab750bf,TECNICO I,TECNICO I,52.0,3,4467597
5b4a4bfa80918423bc06902e05038340cab3022c83df6e29cb26434df17f1b0e,PERSONAL DE SERVICIO,PERSONAL DE SERVICIO,40.0,18,2700000
5b552a9bb7d6d5c8494f6ab28e476db6311fdadd1385aefdeb1d66cfec0d1267,LABORATORISTA,"LABORATORIO DE GEOTECNIA Y ASFALTO DEPARTAMENTO DE INGENIERIA CIVIL, GEOGRAFICA Y AMBIENTAL",45.0,1,3942201
5b5b3b106c1854e3331cd3ab0f26b6cb5ab2550bea3e6b78535785a1d295fe20,PERSONAL DE SERVICIO,CHOFER,43.0,4,2700000
5b5e7da4ffa30e9b065e17a1025d7ca052b2df8ce6ff3a3391bbecccd564bc16,PROFESOR,PROFESOR,61.0,34,9460428
5b6161f30daac7696f2282f7166d0f28d9539e306b9e754474b82a144c61bf10,PROFESOR,PROFESOR,60.0,1,935704
5b65f169c21d595309e5d6ae96b2a25ae9d9eb1e5add0e5ac1f9a8afc1626990,PROFESIONAL I,PROFESIONAL I,41.0,7,6222000
5b6a2652776069e0a01f11ac6f796ef60cf8b119d1f0bed4f1faf846a3350686,ENFERMERO/A JEFE/A,ENFERMERO/A JEFE/A,48.0,27,8260500
5b6fd777803d00476e7c323a61ce83259fb8a52a141f96f4e35d85bd250662f0,OBSTETRA,OBSTETRA,33.0,8,6270000
5b71801d97bffa18639f58e07ae512d0aa61e466ddfb49ce71bdc8ecc2583a29,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,40.0,14,6270000
5b748e156625b570b6de50f237de55fc175e2b05ac6da1b203c1c44eaec6ca80,PROFESIONAL,DESEMPEÑARSE COMO PROFESIONAL INGENIERO CIVIL ESPECIALISTA ESTRUCTURAL DEL BLOQUE 1 LADO ESTE Y ACCESO VIAL PARA LA UNVES EN EL MARCO DEL CONVENIO ESPECIFIO DE COOPERACION INTERINSTITUCIONAL ENTRE LA UNIVERSIDAD NACIONAL DE VILLARICA DEL ESPIRITU SANTO Y LA FACULTAD DE,46.0,1,14590909
5b7e75bbef8cc6500372a66d328ab634a941c710a5d92a95b256dd3d42e6334d,PERSONAL DE SERVICIO I,PERSONAL DE SERVICIO I,49.0,14,3669240
5b86fc6c2fa1a4f9dc3f205cb16c56cbdf2b78171a3fa2f92bd93592e0949644,DOCENTE MÉDICO I,JEFE DE SALA,51.0,17,18880000
5b8756caaf865c44772b688f63607757d611489b4367f35440e3289a1ae67c7d,PROFESOR,ENCARGADO DE CATEDRA,69.0,2026,2971916
5b9096653f80121b3fa5eca851ec8fe99f0cefb5e69abd340175c05b7303384c,AUXILIAR DE ENSEÑANZA III,ADSCRIPTA DE INGLES DEL CUARTO AÑO (AUX. DE ENSEÑANZA),46.0,11,677796
5b9193c3d5edd6070727f4de63d32905e6a00b2554e03b95547beb4dad37e7af,CONSEJERO DOCENTE,CONSEJERO DOCENTE,53.0,28,7703216
5b94b8eb9c80a627a0b1170cfecd36a24c3b9de6c4a5afdbb0aa52ba1da1591f,PROFESIONAL I,PROFESIONAL I,44.0,14,9148000
5b962741444ceaae8f6ebe5ba4bda7f1aad3a761658e78dcc7e12b22c5c9f83d,ENFERMERIA PROFESIONAL V,ENFERMERO/A ASISTENCIAL,53.0,27,11510000
5b9629b45868c0e13a08f38dd748f6dafc27df8e9b4b70d9b5a0700ef55c2c12,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,45.0,17,12060000
5b9a5a8f1db2289add61f6059413e49c8714c42b3533c4bba1f3bb8b8ccbb828,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,41.0,16,1971886
5ba7938319a448ce2f4ee22e35642f5d86922e0e677ff45702c5d3508f2a4eb1,PROFESOR,PROFESOR,45.0,2026,2280766
5ba8fdd485372d39d67c7714c844cb4bd4faf55589e7b95668a0e799ee7c5860,PROFESOR,PROFESOR,59.0,31,20504875
5ba92658a6bf19caa7cb26f60b51a024cf74907462f575e2dca97737ab38da0a,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,71.0,2026,25035273
5bab819ef4f4e56772483faa23b226d4146cca2633a590d414a79ce17c7fba87,PERSONAL ADMINISTRATIVO,"TRASLADO DE LOS FUNCIONARIOS A CIUDAD DEL ESTE SEGÚN RESOLUCION Nº 1648/2025, DE FECHA 19 DE NOVIEMBRE DE 2025",28.0,2026,7337849
5bae1a060f09c1b144524efbd757973654b4ee821138b060856bdbcaa0c7a4ca,JEFE DE DEPARTAMENTO,JEFE DE DEPARTAMENTO,41.0,2026,7785354
5bb7322eca15fbc39672692492f9c316688e739c0a4a757814dac0b4b3440da1,PROFESOR,PROFESOR,41.0,1,1255979
5bba5461b5c903eeb79e0c33e9f87795f7fc21ac74ea7bf0ea2b0510e2ca24f6,DOCENTE TECNICO I,DOCENTE TECNICO I,31.0,4,5960165
5bbe8f42f6cc3a448869e3578a606b7d5dc81adce82e8bcfae17b9fff0a62df3,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,78.0,22,3280794
5bbece3910bd3b14432a9096a38b1d09a4147ac977b471a7ef1e8bf572b339d3,OBSTETRA,OBSTETRA,42.0,14,6435500
5bc1ebacd315804ef8d12b39ee9bc1e903177c1c741117f7ed2adfd9a6b1178b,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,46.0,16,10410000
5bc4c0683839c59d15b8d6bbbb6dff8089a81dc159e99e5842f95ab4505055e1,DOCENTE MÉDICO II,INSTRUCTOR,51.0,26,14510000
5bc77c8828069ccfdad4ce32b1390dcaacb53d356c513ce1e76c84083404b25a,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,42.0,19,7691000
5bc99443ad916a012a3c4ce3c18b657e806dcdbdf335c854d342e7e4e6cbcd65,DOCENTE TECNICO III,LABORATORIO DE FISICA,42.0,18,35511739
5bcc5a5157601472e7d47a676963ea5ff60ae65b8fab1733d47397e8a47c43b7,PROFESOR ADJUNTO,PROFESOR ADJUNTO,,1,0
5bcd01a55eb9b60282fce65705133fa45d797af72a87a85f312ad107eaa4c203,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,64.0,2026,1569450
5bd4aae8612a38ca8dc1ea0f006c9aa2886397bfd223150ed4880ac793f5ed40,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,45.0,2026,985944
5bd6faab3d2ef8274bced77b75715d2c24ff88820a1aa4a83c36a701ed5a4aef,JEFE DE DEPARTAMENTO,JEFE DE DEPARTAMENTO,30.0,2026,8408067
5bdbfd2b3949883766af88fd5088e7998768e1d982e5aec97d330ac84407a3b8,PROFESOR ASISTENTE,PROFESOR ASISTENTE,63.0,19,6879348
5be1fba96988be0ebe6e72b2724d2736dc2a7ad10919279e1c66c0f60b548f8b,DOCENTE MÉDICO III,MEDICO RESIDENTE 1,30.0,1,10207958
5be276abebdb91c27d8baa509989d4e54820c0d62b25a4ae8b848feca25a1dd1,PROFESOR,,,2026,0
5be3cb2426f0732928a3ed59841a998b6c425a8b165f2d5c464c1aa341a7c094,DOCENTE ENCARGADO DE CATEDRA,,49.0,2026,5887351
5be5836beee9c1d58d3a448eb1236fd50d28c2f4e0f7d8db8d36fb8a6120c212,TECNICO II,TECNICO II,48.0,14,5540385
5be5f7ed2da8cb8bbdddb6d756a015e761b7b321a747853cbd89171d0165f437,PROFESOR ASISTENTE,PROFESOR ASISTENTE,47.0,12,4575616
5bf1b1208972204d9eeab9111c744e6da5f617e05f5da7bed530364ce8520c33,TECNICO III,TECNICO III,51.0,16,5094380
5bf63057c5f417454e8513791df6379d7b8e656fd334c6dfbdda5a048f6dfe90,TECNICO DOCENTE,TECNICO DOCENTE,30.0,1,2680373
5bf66c125d30d9f9c457e36266dbddd2d13cb7a018f6b426b3ab64547f8e5e96,DOCENTE INVESTIGADOR I,"INVESTIGADOR ADSCRIPTO AL LABORATORIO DE MECANICA COMPUTACIONAL COORDINACIÓN DE LABORATORIOS DEPARTAMENTO DE INGENIERIA CIVIL, GEOGRAFICA Y AMBIENTAL",47.0,1,6164271
5bfc55bdcb2edf82e53444e083cea69f65601a5d44a8c04ce0291ec1d39334a4,PROFESOR ASISTENTE,,46.0,2026,7424980
5bfd57f6edda25489ffb3d5432f33284d26789ff47bdffa9565e69589552bfda,TECNICO/A EN ENFERM - NIVEL II,ENFERMERO AUXILIAR,45.0,19,6166500
5bff98177440b3e2aeef4e585376def4e9e82e3aeb7501be0d18315dc2982c02,PROFESOR,ENCARGADO DE CATEDRA,50.0,2026,3626072
5c01ce0fa011626b4a72bf67538298af59bbd7a1746464984d0d121faaea7da4,PERSONAL DE SERVICIOS I,GUARDIA DE SEGURIDAD,71.0,27,5321000
5c024257c7a5c64fdb89d28846b8b0be7088fbde4bb1996640dad110c9400b26,JEFE DE SECCION,JEFE/A DE UNIDAD,49.0,12,6825500
5c03c8d376bbf74b1ea32a361198543abf1819a9f592836cd77817d58d410418,TECNICO III,TECNICO III,46.0,18,4969182
5c0ba1b470fac1392e01264d436fa2ac5c96923f9c2c01a4e0922f79f425ab6a,PROFESOR TITULAR,PROFESOR TITULAR,58.0,24,5260652
5c159cb9aa87cd95a13a223e43679045e584bac5b0a0ae878e3efc4e14c7db24,DOCENTE INVESTIGADOR I,DOCENTE INVESTIGADOR I,44.0,19,17148176
5c1a095cc08f34f9f689bdd9b98f3beb940841ca9dc79d646ff9badef17b99f7,DIRECTOR DE GESTION ACADEM.,DIRECTOR DE GESTION ACADEM.,52.0,2026,10686814
5c1e70b527a79807c15dc0e753160fcdbc507ca50596a3596b0526b94fde4e3c,JEFE DE DIVISION,JEFE DE DIVISION,42.0,2026,6974714
5c22e191623c6a504e1319db22794aa0aaabd7b68cf07c2070ff7ce43b4f0e1b,PROFESOR JEFE DE CATEDRA,ENCARGADO/A DE CATEDRA,53.0,11,19596952
5c2fda1719204be2d8f545c02df34296a50a5cdfc9b17104c7970c58fdff8960,DOCENTE TECNICO II,DOCENTE TECNICO II,55.0,13,3273216
5c31a12508666a5bda7e4a8b3d22853bd4f992bdbdb56c6693cfde34abcbf346,DOCENTE INVESTIGADOR I,DOCENTE INVESTIGADOR I,,2026,0
5c32c9a86db25b5dfd7a5ba253a7b1ccc9188fecbb649bfb80030e1ea3ef9a00,PROFESOR,ASISTENTE,51.0,2026,4984542
5c35691c212da25b2006f347e3614f0b56033b5cfb73ccf6e0d158e595872dea,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,39.0,2026,3497902
5c3e47425733876d4b55ce80b87850ba91e17baf894cb23d0ef3ef89e1149865,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE GESTION ACADEMICA,46.0,1,15679827
5c3eb0dff176374f2f7c2abd6deeba2f626a6e475909c151ea9a887c5f77421c,DOCENTE ENCARGADO DE CATEDRA,,46.0,2026,1255979
5c47209877db5a6844fb9bdef8d126bcfff0cdecfa8c8e85270d8b173d82d6b1,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,43.0,11,6435500
5c4cb4f71eddf6fc2fb55679bd7c2ca6f5e6ee5f9844472fbfd387a50a1ca17d,PERSONAL DOCENTE PARA CURSOS ESPECIALIZADOS,TUTOR/A,48.0,2,2200000
5c4ecb6b5ed9a3c31853b3bf416b06c5abd4acbc67ae88fc9a335bab61aabea2,AUXILIAR DE ENSEÑANZA III,,39.0,2026,863435
5c4fe55440abb698b66e1749e9a8bb7cfb9f6bcd4906a9c4607fb09c8935697f,PROFESIONAL I,PROFESIONAL I,50.0,2026,6805749
5c5021b170a8e8bba9680fd68d36d248f9c623728bd3a0090e3b7262bc699230,AUX. DE LA ENSEÑANZA IV,,,2026,0
5c526e962c0bb9325b975b659105a085d232e09f77ba7ccd564103185f1eb096,DIRECTOR DE GESTION ACADEMICA,DIRECTOR DE GESTION ACADEMICA,44.0,18,24299206
5c53b3f76b813d8f8dcb566ecdc8b0bdd70f347aa3d3331ccdac5293780f925d,PROFESIONAL,PROFESIONAL,41.0,4,3500000
5c5d8500bb6954017bba5b2adf866b80a151a74f9fcc3dc7b2b1971e373aa02e,TECNICO I,AUXILIAR DE SECRETARIA,53.0,34,6271425
5c635bd2e79c440a170b57fdb962ece0cd5ac042ab6100b4fd7c54bab4926535,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,60.0,2026,36193156
5c645f2fd328ac2c08bb49809cbb271824859ba61665baaf36d0aac25b7cd187,PERSONAL DOCENTE,,44.0,2026,3255278
5c671e775da003883b5430dc74e70bef2362d254aad6e1b45f61c8a429937105,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,33.0,2,3600000
5c6d94d95d542182ae12693907d2650fd9f1a5cf809d5e86ec1e60f7be0e1f63,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,33.0,3,1971886
5c6fe8b049db18ae2e613e17f9848eb692f4f774375e76eba8ed4bac06ddb3fb,PROFESOR,,,2026,0
5c7a587d7622301e6d4669b17ffc582921ca7a7681348347c9cfc9e73ce47fea,TECNICO II,TECNICO II,,2,0
5c7b15199f80e7118b6e9573141acff4bb886360d340c3ebd4dba07f0124beac,DOCENTE TECNICO I,DOCENTE TECNICO,75.0,27,5599820
5c7bd6fe86cc66a7d882949e6dbe0c640d54008a617e40825c8f9c34d150374f,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,35.0,14,7031100
5c7e88dac8a108047a445dd64c563891f342f2ef83b60bc2962a5cc60f1d70cd,DOCENTE TECNICO II,DOCENTE TECNICO II,31.0,5,7545095
5c806d570741781d4c4696324229e5172fde64a238a8b04fd53590fcce6bbbc1,AUXILIAR DE ENSEÑANZA III,ADSCRIPTA DE CIRUGIA BUCAL I CURSO DEL TERCER AÑO,31.0,2,677796
5c843be617d987504f3c332369ce34836bff99cfb89ab7201aea0639edeb3ecc,PROFESOR ASISTENTE,PROFESOR ASISTENTE,,2026,0
5c871dec6efb96130c2bdc6fc19c3fdf769b7d573ce271d660dbb07134036e19,DOCENTE INVESTIGADOR I,DOCENTE INVESTIGADOR I,41.0,4,16091183
5c8b6d70e1cd5388b2b40c74ffb98bdc9f3f27217fd041f2775511998766fec9,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,38.0,16,7441000
5c8f62dda432e14bb071a49afc2ea514857d990e3093425e90922f115ddb5e26,PROFESOR ASISTENTE,PROFESOR ASISTENTE DE CLINICA INTEGRADA DEL QUINTO AÑO,49.0,23,5281624
5c935268ce175eb5e7ad4817b04d9bc64845d1f13bcede3bf2ce29824a8b941c,PROFESOR,PROFESOR,45.0,17,6625243
5c963e67b0cddbdb1e194accc1ea9762406e5ceefde7d42250d63ef54c7bd38d,DOCENTE MÉDICO III,MEDICO RESIDENTE 3,35.0,7,6010000
5c984fdc21a11abb25c56fd282d7829d1b12a99d6c0a8845e87f1612fcf84afe,AUXILIAR DE SERV. GRALES.,AUXILIAR DE SERV. GRALES.,51.0,7,2721991
5c9c25de75ffb71b7f4ae00cbf915cef5738ddf97874b079f2bce8fb214ab093,JEFE DE DIVISION,JEFE DE DIVISION,42.0,2026,7533978
5cacb71bc603c20550f781989f45571a9942d2c2d21c92ffe1a65941b4b9c7c9,DIRECTOR GENERAL,DIRECTOR GENERAL,71.0,2026,24473825
5cb42cb8012e9ec3362588d2f87178ee5cb91b0687fb326821a881d6510d37d9,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,56.0,19,6520000
5cb72d864bc750408ef516984a51e3a153e5fcaf9467176f4b1eaa84442a1db5,DOCENTE ENCARGADO DE CATEDRA,,48.0,2026,1255979
5cba3a0af1a23e32611c8f7bc69336b86aec9098f94732bcee1625ee9ba455fd,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,33.0,8,985943
5cbac5111ec1de4ea42dd3602670ddc99919d311876f18a1fd3140030ca8a968,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,36.0,2,3600000
5cbcbf502311e3dc7acae3f0c97dbd3222536eb481160115a7e58356ed7930cb,DOCENTE TECNICO I,BIOQUIMICO/A,68.0,45,6676452
5cbf3f409c77f57c7eea5cad26d9cf5f32bf172ce2a115a3f1ca748866a1d59a,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,36.0,12,6435500
5cc3d8b0d4cb5fce2c1e84f5ab20440c1e96e6ba42b05ddde386799034f60f18,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS DIRECCIÓN DE INFRAESTRUCTURA Y MANTENIMIENTO,55.0,31,4680012
5cc4baca6b21c194f0bb44cc72b96e98ea3f9fa4786b0d4d1990ab11ef8f9cbd,TECNICO I,ASISTENTE DEL DEPARTAMENTO DE CONVALIDACIONES,59.0,33,5387709
5cc6a20339159c28c98504e88115704932f069806e5f59622dce6563bbf5d7a3,TECNICO I,TECNICO I,42.0,27,5748303
5cd28e59f79e30a7d7a7929e5882929bb96efdfdac515c71c6cfb4f03a86ccc3,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,53.0,2026,985944
5cd523f1d6d67fff0f77b1be1b6007431089abf4b04c71da9a187890d971268b,DOCENTE TECNICO I,DOCENTE TECNICO I,46.0,15,29470067
5cda7408d633e672ee9d855adbdd7299b88a1273338086c8416a28693abd9837,AUXILIAR DE SERV GRALES 3,LIMPIADOR/A,49.0,2,3608309
5cdd1fd7538965ed88c1f2a0bba1f7852fd8b901f004ae76edc712e57dda60cb,TECNICO I,,40.0,2026,5261425
5ce2f26c020100a3307f287f5d53e9234aa87d52f9c24b19acb31b88543b039c,PROFESOR,PROFESOR,47.0,9,5110786
5ce64f2f58f8a5b8b58c7c3de2a80112fa7590dd3a0df6af0a7f03b79b300e0d,PROFESIONAL I,PROFESIONAL DE LA DIRECCION DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION,51.0,9,5442016
5ce91d7f345fb4416c4cb3bb55f4ed5dbb494d9d79330fa4253349b85d7d9710,AUXILIAR ASISTENCIAL,ASISTENTE DE ENFERMERIA,60.0,25,4910000
5ced660bff799104ae44898d80aba69a82f3a59ba4b998058592dd82ff5f91bc,DOCENTE TECNICO II,"ENCARGADO DEL LABORATORIO DE METALMECANICA, DEPARTAMENTO DE INGENIERÍA MECÁNICA Y ELECTROMECÁNICA",43.0,4,6365099
5cfc15fcad13b8e7fa1cabd43362cb0e486cf79a8f37d66f360abc5b5a638ce7,PROFESIONAL I,TECNICO ESPECIALIZADO,63.0,34,7557739
5d0357816d7e2ddeeae1fd8d2c56caf60c6aca83afcd4b32926b94d42180d6e6,PROFESOR,ASISTENTE,48.0,2026,1569450
5d03fa75d5c9a011b253fc6b36f2941620efb60f1b5b2456e1bd922193912876,PROFESOR ASISTENTE,PROFESOR,69.0,29,1985972
5d0429f69c59f0349ba836c78c5c370607dd4100c95f4d60d785481d3cb3c155,DOCENTE TECNICO I,DOCENTE TECNICO I,33.0,2026,4221507
5d07ab6cbcd91198806ecca80e4de0cd4e762dac5ebe17889d62b4a386722c23,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,33.0,2,2280765
5d0a02ba5f6ee152fa674a41379c02ef9f0ab2017edb8483c4d84ab1ef779fe4,DOCENTE TECNICO II,MIEMBRO DEL DEPARTAMENTO DE MARKETING Y COMUNICACIÓN ESTRATEGICA,38.0,5,3320943
5d169cdf2a3a9db06ba13ec23a7ba83c87a907b07d77035b26763af94ef73efa,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,38.0,11,6601000
5d18bce93cbbf38516fc076213a627e43f7d7c9191a9e542314b48910229be08,PROFESOR,ASISTENTE,72.0,2026,1569450
5d1e9c11a4c0cabe72e15a06636faf0f147cb39b6e09fdf70228d4eb49f3b9e5,PROFESOR,PROFESOR,32.0,2026,985944
5d206f0d45046b5ffebddfc6875b457a64f5607af27fd7c8b8c9b29cbaa9efc1,DOCENTE TECNICO I,DOCENTE TECNICO I,41.0,17,6416452
5d26b96f5c14a41af020e221d33d15a26bfaea180fe7529e41e352a466ff3743,PROFESIONAL,PROFESIONAL,41.0,3,3500000
5d2bac4b2d652559b9378efb6a08c5c8b0bdda332ca3c2ae66974d56fcbacfd0,PROFESOR,PROFESOR,41.0,1,22300842
5d34dc2fa6e435d51a8b1b1600b7dc1a27ee78cdd5947ab71528e226fb764b86,PROFESOR ADJUNTO,PROFESOR ADJUNTO,,1,0
5d3663e2600b4318aa892d6f2b4b2c20eb71cec832e0e99d12edc237de040f5f,DOCENTE TECNICO I,DOCENTE TECNICO I,31.0,2026,4533162
5d36a80ed1e542dfe40abf28948d6d10f957514830a7913f1dd2c57632f26b53,DOCENTE MÉDICO III,MEDICO RESIDENTE 1,29.0,1,5807958
5d370351b2700014b60265b6eec64a9c76faf5f820e90fac1c8beb8536e07b0a,DOCENTE ENCARGADO DE CATEDRA,,49.0,2026,2511958
5d37e7a092d53c2b1cd294ddb3fd89049b068b95918c76cad5591871f05c08e1,ASISTENTE ADMINISTRATIVO 10,AUXILIAR DE CONSULTORIO,69.0,17,3608309
5d38f0fcf73dafa2c0dc04ee861b46b07040fd72143884c49e296261c3d94636,OBSTETRA,OBSTETRA,42.0,14,6435500
5d3a76ac0fef1afaa8a4cd617abe6fcf283ad3052dcb59dec03cf2d9020aaf08,PROFESOR TITULAR,,,1,0
5d3c22a9611313f3eaf564cdbc22c2d206241e9b3c2b0e9d7ccfe758821dc36b,PROFESOR JEFE DE CATEDRA,JEFE DE CATEDRA,59.0,15,13697500
5d3edf6b8d836f3243bbb90a0858c3c194c1b1c7dd912cadcc291ee26fdd9d81,TECNICO I,AUXILIAR DE SECRETARIA,47.0,24,6352425
5d4111db09f220638cb01d867692d138739db2ba262f3cb549f72a312a81d359,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE GESTION ACADEMICA,46.0,19,9093781
5d5299fff69dfa6dbf2a95af1f9c047eb4fd3243dced52275e6b369f9fe7e2a4,PROFESOR,ENCARGADO DE CATEDRA,41.0,2026,1971888
5d5333f55d2afd8767d5249ca8f4593153f8b4e5f2d5b0bc9e8cd77e13af184a,ENFERMERIA PROFESIONAL II,ENFERMERO/A ASISTENCIAL,40.0,14,5710000
5d573dda914efcc1f410dbbb0eb0401f095d26aeff6d03b8db9f4f07e47ab8c1,PROFESOR,PROFESOR,35.0,4,3461850
5d59cc4b1bef3a4e02d66443edc00a8cc06cffe58fb37e6efeb58d2f20263d7c,PROFESOR,,,2026,0
5d5a312dae6e9b006f6c84b69cc2e126d37f58d4d8cd1425a59c6dbac97bb513,PROFESOR,TITULAR - CIVIL - VIAS DE COMUNICACION 1 SEMESTRE 7º,67.0,7,3050749
5d5bb4575f264481ca878fe44d84181fd17a118c77c05d4efe7d95dd7a63dbd6,ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA ACOMPAÑAMIENTO PEDAGOGICO,53.0,1,1119472
5d6360dd708916b1a51dca485345153ff6c533e58aae20b372271d2ee7c9bb38,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,37.0,13,6270000
5d6caca7f50acd11cfdf2cad20d1d52dff2bddb34c46e7b859bdbf25eac860c3,AUXILIAR DE LA ENSEÑANZA II,ADSCRIPTO Y ENCARGADO DE AYUDANTIA DE CIRUGIA BUCAL III CURSO DEL QUINTO AÑO,42.0,12,0
5d769cac6f2323b76749119d5ef1a50d61c33a7176f919623c0bc8278a918144,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE LA ENSEÑANZA III,32.0,1,2033388
5d84d5c01c4de26ac3d7baeefe956fc00f0fab658fe592010a068ba8befedcbd,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,37.0,4,5849829
5d852c75c6c7d630982d71a4f5a66b59c14b44c0f84eb5153fb376fb20f90922,AUXILIAR ADMINISTRATIVO I,AUXILIAR TALENTO HUMANO,42.0,14,5985780
5d852d9ccef91ab40fc38031d7f95ae9070105f3f0cbeb3616b0988d42d3dbe1,OBSTETRA,OBSTETRA,45.0,14,6270000
5d861ff2ac940b4ee2d325e4a432961f64fba3f4a9936aeb7613f85a5df2ec89,PROFESOR,ENCARGADO DE CÁTEDRAS - ELECTROMECANICA AYOLAS  - AIRE ACONDICIONADO Y REFRIGERACION  SEMESTRE 9º,63.0,4,9517127
5d874aeb6d1930ae621094da1421e4f05a318634725b62996dc840a53eee612b,PROFESOR,ENCARGADO DE CATEDRA,44.0,2026,985944
5d8c88de839b547e876e474fc14883a301b3be00cd482ca6bc9520671a3e7978,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,48.0,11,8980000
5d95b57d007f309c741afc547a5e68b2a5b9721bf92266fb70cec7782d7e2b06,TECNICO I,AUXILIAR DE BIBLIOTECA - FIUNA,54.0,31,5717877
5d985e79776fb745e385ed2e8f4c494a4f8380f8c28cfaaf0bccbcb53143ea71,PROFESOR TITULAR,,,1,0
5dad84f3e4ce56cb8af79724b6af541a3965a2b32283d9e6df5dd3b0ec568b83,DOCENTE MÉDICO III,MEDICO RESIDENTE 3,30.0,4,5807958
